"pos" "species" "readcounts" "cum_sum" "pal"
"334" 424 "A80" 0 0 34
"335" 425 "A80" 0 0 35
"336" 426 "A80" 0 0 36
"337" 427 "A80" 0 0 37
"338" 428 "A80" 0 0 38
"339" 429 "A80" 0 0 39
"340" 430 "A80" 0 0 40
"341" 431 "A80" 0 0 41
"342" 432 "A80" 0 0 42
"343" 433 "A80" 0 0 43
"344" 434 "A80" 0 0 44
"345" 435 "A80" 0 0 45
"346" 436 "A80" 0 0 46
"347" 437 "A80" 0 0 47
"348" 438 "A80" 0 0 48
"349" 439 "A80" 0 0 49
"350" 440 "A80" 0 0 50
"351" 441 "A80" 10 0.0416666666666667 51
"352" 442 "A80" 0 0.0416666666666667 52
"353" 443 "A80" 0 0.0416666666666667 53
"354" 444 "A80" 0 0.0416666666666667 54
"355" 445 "A80" 0 0.0416666666666667 55
"356" 446 "A80" 0 0.0416666666666667 56
"357" 447 "A80" 0 0.0416666666666667 57
"358" 448 "A80" 11 0.0875 58
"359" 449 "A80" 0 0.0875 59
"360" 450 "A80" 11 0.133333333333333 60
"361" 451 "A80" 0 0.133333333333333 61
"362" 452 "A80" 0 0.133333333333333 62
"363" 453 "A80" 11 0.179166666666667 63
"364" 454 "A80" 0 0.179166666666667 64
"365" 455 "A80" 0 0.179166666666667 65
"366" 456 "A80" 0 0.179166666666667 66
"367" 457 "A80" 0 0.179166666666667 67
"368" 458 "A80" 9 0.216666666666667 68
"369" 459 "A80" 12 0.266666666666667 69
"370" 460 "A80" 0 0.266666666666667 70
"371" 461 "A80" 23 0.3625 71
"372" 462 "A80" 37 0.516666666666667 72
"373" 463 "A80" 10 0.558333333333333 73
"374" 464 "A80" 0 0.558333333333333 74
"375" 465 "A80" 14 0.616666666666667 75
"376" 466 "A80" 0 0.616666666666667 76
"377" 467 "A80" 23 0.7125 77
"378" 468 "A80" 14 0.770833333333333 78
"379" 469 "A80" 0 0.770833333333333 79
"380" 470 "A80" 0 0.770833333333333 80
"381" 471 "A80" 0 0.770833333333333 81
"382" 472 "A80" 9 0.808333333333333 82
"383" 473 "A80" 12 0.858333333333333 83
"384" 474 "A80" 14 0.916666666666667 84
"385" 475 "A80" 0 0.916666666666667 85
"386" 476 "A80" 0 0.916666666666667 86
"387" 477 "A80" 0 0.916666666666667 87
"388" 478 "A80" 0 0.916666666666667 88
"389" 479 "A80" 0 0.916666666666667 89
"390" 480 "A80" 0 0.916666666666667 90
"391" 481 "A80" 0 0.916666666666667 91
"392" 482 "A80" 0 0.916666666666667 92
"393" 483 "A80" 0 0.916666666666667 93
"394" 484 "A80" 0 0.916666666666667 94
"395" 485 "A80" 0 0.916666666666667 95
"396" 486 "A80" 9 0.954166666666667 96
"397" 487 "A80" 0 0.954166666666667 97
"398" 488 "A80" 0 0.954166666666667 98
"399" 489 "A80" 11 1 99
"400" 490 "A80" 0 1 100
"401" 491 "A80" 0 1 101
"402" 492 "A80" 0 1 102
"403" 493 "A80" 0 1 103
"404" 494 "A80" 0 1 104
"405" 495 "A80" 0 1 105
"406" 496 "A80" 0 1 106
"407" 497 "A80" 0 1 107
"408" 498 "A80" 0 1 108
"409" 499 "A80" 0 1 109
"410" 500 "A80" 0 1 110
"411" 501 "A80" 0 1 111
"412" 502 "A80" 0 1 112
"413" 503 "A80" 0 1 113
"414" 504 "A80" 0 1 114
"415" 505 "A80" 0 1 115
"416" 506 "A80" 0 1 116
"417" 507 "A80" 0 1 117
"418" 508 "A80" 0 1 118
"419" 509 "A80" 0 1 119
"420" 510 "A80" 0 1 120
"421" 511 "A80" 0 1 121
"422" 512 "A80" 0 1 122
"423" 513 "A80" 0 1 123
"424" 514 "A80" 0 1 124
"425" 515 "A80" 0 1 125
"426" 516 "A80" 0 1 126
"427" 517 "A80" 0 1 127
"428" 518 "A80" 0 1 128
"429" 519 "A80" 0 1 129
"430" 520 "A80" 0 1 130
"431" 521 "A80" 0 1 131
"432" 522 "A80" 0 1 132
"433" 523 "A80" 0 1 133
"434" 524 "A80" 0 1 134
"435" 525 "A80" 0 1 135
"436" 526 "A80" 0 1 136
"437" 527 "A80" 0 1 137
"438" 528 "A80" 0 1 138
"439" 529 "A80" 0 1 139
"440" 530 "A80" 0 1 140
"441" 531 "A80" 0 1 141
"442" 532 "A80" 0 1 142
"443" 533 "A80" 0 1 143
"444" 534 "A80" 0 1 144
"445" 535 "A80" 0 1 145
"446" 536 "A80" 0 1 146
"447" 537 "A80" 0 1 147
"448" 538 "A80" 0 1 148
"449" 539 "A80" 0 1 149
"450" 540 "A80" 0 1 150
"451" 541 "A80" 0 1 151
"452" 542 "A80" 0 1 152
"453" 543 "A80" 0 1 153
"454" 544 "A80" 0 1 154
"455" 545 "A80" 0 1 155
"456" 546 "A80" 0 1 156
"457" 547 "A80" 0 1 157
"458" 548 "A80" 0 1 158
"459" 549 "A80" 0 1 159
"460" 550 "A80" 0 1 160
"461" 551 "A80" 0 1 161
"462" 552 "A80" 0 1 162
"463" 553 "A80" 0 1 163
"464" 554 "A80" 0 1 164
"465" 555 "A80" 0 1 165
"466" 556 "A80" 0 1 166
"467" 557 "A80" 0 1 167
"468" 558 "A80" 0 1 168
"469" 559 "A80" 0 1 169
"470" 560 "A80" 0 1 170
"471" 561 "A80" 0 1 171
"472" 562 "A80" 0 1 172
"473" 563 "A80" 0 1 173
"474" 564 "A80" 0 1 174
"475" 565 "A80" 0 1 175
"476" 566 "A80" 0 1 176
"477" 567 "A80" 0 1 177
"478" 568 "A80" 0 1 178
"479" 569 "A80" 0 1 179
"480" 570 "A80" 0 1 180
"481" 571 "A80" 0 1 181
"482" 572 "A80" 0 1 182
"483" 573 "A80" 0 1 183
"484" 574 "A80" 0 1 184
"485" 575 "A80" 0 1 185
"486" 576 "A80" 0 1 186
"487" 577 "A80" 0 1 187
"488" 578 "A80" 0 1 188
"489" 579 "A80" 0 1 189
"490" 580 "A80" 0 1 190
"491" 581 "A80" 0 1 191
"492" 582 "A80" 0 1 192
"493" 583 "A80" 0 1 193
"494" 584 "A80" 0 1 194
"495" 585 "A80" 0 1 195
"496" 586 "A80" 0 1 196
"497" 587 "A80" 0 1 197
"498" 588 "A80" 0 1 198
"499" 589 "A80" 0 1 199
"500" 590 "A80" 0 1 200
"501" 591 "A80" 0 1 201
"502" 592 "A80" 0 1 202
"503" 593 "A80" 0 1 203
"504" 594 "A80" 0 1 204
"505" 595 "A80" 0 1 205
"506" 596 "A80" 0 1 206
"507" 597 "A80" 0 1 207
"508" 598 "A80" 0 1 208
"509" 599 "A80" 0 1 209
"510" 600 "A80" 0 1 210
"511" 601 "A80" 0 1 211
"512" 602 "A80" 0 1 212
"513" 603 "A80" 0 1 213
"514" 604 "A80" 0 1 214
"515" 605 "A80" 0 1 215
"516" 606 "A80" 0 1 216
"517" 607 "A80" 0 1 217
"518" 608 "A80" 0 1 218
"519" 609 "A80" 0 1 219
"520" 610 "A80" 0 1 220
"521" 611 "A80" 0 1 221
"522" 612 "A80" 0 1 222
"523" 613 "A80" 0 1 223
"524" 614 "A80" 0 1 224
"525" 615 "A80" 0 1 225
"526" 616 "A80" 0 1 226
"527" 617 "A80" 0 1 227
"528" 618 "A80" 0 1 228
"529" 619 "A80" 0 1 229
"530" 620 "A80" 0 1 230
"531" 621 "A80" 0 1 231
"532" 622 "A80" 0 1 232
"533" 623 "A80" 0 1 233
"534" 624 "A80" 0 1 234
"535" 625 "A80" 0 1 235
"536" 626 "A80" 0 1 236
"537" 627 "A80" 0 1 237
"538" 628 "A80" 0 1 238
"539" 629 "A80" 0 1 239
"540" 630 "A80" 0 1 240
"541" 631 "A80" 0 1 241
"542" 632 "A80" 0 1 242
"543" 633 "A80" 0 1 243
"544" 634 "A80" 0 1 244
"545" 635 "A80" 0 1 245
"546" 636 "A80" 0 1 246
"547" 637 "A80" 0 1 247
"548" 638 "A80" 0 1 248
"549" 639 "A80" 0 1 249
"550" 640 "A80" 0 1 250
"551" 641 "A80" 0 1 251
"552" 642 "A80" 0 1 252
"553" 643 "A80" 0 1 253
"554" 644 "A80" 0 1 254
"555" 645 "A80" 0 1 255
"556" 646 "A80" 0 1 256
"557" 647 "A80" 0 1 257
"558" 648 "A80" 0 1 258
"559" 649 "A80" 0 1 259
"560" 650 "A80" 0 1 260
"561" 651 "A80" 0 1 261
"562" 652 "A80" 0 1 262
"563" 653 "A80" 0 1 263
"564" 654 "A80" 0 1 264
"565" 655 "A80" 0 1 265
"566" 656 "A80" 0 1 266
"567" 657 "A80" 0 1 267
"568" 658 "A80" 0 1 268
"569" 659 "A80" 0 1 269
"570" 660 "A80" 0 1 270
"571" 661 "A80" 0 1 271
"572" 662 "A80" 0 1 272
"573" 663 "A80" 0 1 273
"574" 664 "A80" 0 1 274
"575" 665 "A80" 0 1 275
"576" 666 "A80" 0 1 276
"577" 667 "A80" 0 1 277
"578" 668 "A80" 0 1 278
"579" 669 "A80" 0 1 279
"580" 670 "A80" 0 1 280
"581" 671 "A80" 0 1 281
"582" 672 "A80" 0 1 282
"583" 673 "A80" 0 1 283
"584" 674 "A80" 0 1 284
"585" 675 "A80" 0 1 285
"586" 676 "A80" 0 1 286
"587" 677 "A80" 0 1 287
"588" 678 "A80" 0 1 288
"589" 679 "A80" 0 1 289
"590" 680 "A80" 0 1 290
"591" 681 "A80" 0 1 291
"592" 682 "A80" 0 1 292
"593" 683 "A80" 0 1 293
"594" 684 "A80" 0 1 294
"595" 685 "A80" 0 1 295
"596" 686 "A80" 0 1 296
"597" 687 "A80" 0 1 297
"598" 688 "A80" 0 1 298
"599" 689 "A80" 0 1 299
"600" 690 "A80" 0 1 300
"601" 391 "A120" 0 0 1
"602" 392 "A120" 0 0 2
"603" 393 "A120" 0 0 3
"604" 394 "A120" 0 0 4
"605" 395 "A120" 0 0 5
"606" 396 "A120" 0 0 6
"607" 397 "A120" 0 0 7
"608" 398 "A120" 0 0 8
"609" 399 "A120" 0 0 9
"610" 400 "A120" 0 0 10
"611" 401 "A120" 0 0 11
"612" 402 "A120" 0 0 12
"613" 403 "A120" 1 0.032258064516129 13
"614" 404 "A120" 0 0.032258064516129 14
"615" 405 "A120" 0 0.032258064516129 15
"616" 406 "A120" 0 0.032258064516129 16
"617" 407 "A120" 0 0.032258064516129 17
"618" 408 "A120" 0 0.032258064516129 18
"619" 409 "A120" 0 0.032258064516129 19
"620" 410 "A120" 0 0.032258064516129 20
"621" 411 "A120" 0 0.032258064516129 21
"622" 412 "A120" 0 0.032258064516129 22
"623" 413 "A120" 0 0.032258064516129 23
"624" 414 "A120" 0 0.032258064516129 24
"625" 415 "A120" 0 0.032258064516129 25
"626" 416 "A120" 0 0.032258064516129 26
"627" 417 "A120" 0 0.032258064516129 27
"628" 418 "A120" 0 0.032258064516129 28
"629" 419 "A120" 0 0.032258064516129 29
"630" 420 "A120" 0 0.032258064516129 30
"631" 421 "A120" 1 0.0645161290322581 31
"632" 422 "A120" 0 0.0645161290322581 32
"633" 423 "A120" 0 0.0645161290322581 33
"634" 424 "A120" 0 0.0645161290322581 34
"635" 425 "A120" 0 0.0645161290322581 35
"636" 426 "A120" 0 0.0645161290322581 36
"637" 427 "A120" 0 0.0645161290322581 37
"638" 428 "A120" 0 0.0645161290322581 38
"639" 429 "A120" 0 0.0645161290322581 39
"640" 430 "A120" 0 0.0645161290322581 40
"641" 431 "A120" 0 0.0645161290322581 41
"642" 432 "A120" 0 0.0645161290322581 42
"643" 433 "A120" 0 0.0645161290322581 43
"644" 434 "A120" 0 0.0645161290322581 44
"645" 435 "A120" 0 0.0645161290322581 45
"646" 436 "A120" 0 0.0645161290322581 46
"647" 437 "A120" 0 0.0645161290322581 47
"648" 438 "A120" 0 0.0645161290322581 48
"649" 439 "A120" 0 0.0645161290322581 49
"650" 440 "A120" 0 0.0645161290322581 50
"651" 441 "A120" 0 0.0645161290322581 51
"652" 442 "A120" 0 0.0645161290322581 52
"653" 443 "A120" 0 0.0645161290322581 53
"654" 444 "A120" 0 0.0645161290322581 54
"655" 445 "A120" 0 0.0645161290322581 55
"656" 446 "A120" 0 0.0645161290322581 56
"657" 447 "A120" 0 0.0645161290322581 57
"658" 448 "A120" 0 0.0645161290322581 58
"659" 449 "A120" 0 0.0645161290322581 59
"660" 450 "A120" 0 0.0645161290322581 60
"661" 451 "A120" 0 0.0645161290322581 61
"662" 452 "A120" 0 0.0645161290322581 62
"663" 453 "A120" 0 0.0645161290322581 63
"664" 454 "A120" 0 0.0645161290322581 64
"665" 455 "A120" 0 0.0645161290322581 65
"666" 456 "A120" 0 0.0645161290322581 66
"667" 457 "A120" 0 0.0645161290322581 67
"668" 458 "A120" 0 0.0645161290322581 68
"669" 459 "A120" 0 0.0645161290322581 69
"670" 460 "A120" 2 0.129032258064516 70
"671" 461 "A120" 0 0.129032258064516 71
"672" 462 "A120" 0 0.129032258064516 72
"673" 463 "A120" 0 0.129032258064516 73
"674" 464 "A120" 0 0.129032258064516 74
"675" 465 "A120" 0 0.129032258064516 75
"676" 466 "A120" 0 0.129032258064516 76
"677" 467 "A120" 0 0.129032258064516 77
"678" 468 "A120" 0 0.129032258064516 78
"679" 469 "A120" 1 0.161290322580645 79
"680" 470 "A120" 0 0.161290322580645 80
"681" 471 "A120" 0 0.161290322580645 81
"682" 472 "A120" 0 0.161290322580645 82
"683" 473 "A120" 0 0.161290322580645 83
"684" 474 "A120" 1 0.193548387096774 84
"685" 475 "A120" 0 0.193548387096774 85
"686" 476 "A120" 0 0.193548387096774 86
"687" 477 "A120" 0 0.193548387096774 87
"688" 478 "A120" 0 0.193548387096774 88
"689" 479 "A120" 0 0.193548387096774 89
"690" 480 "A120" 0 0.193548387096774 90
"691" 481 "A120" 0 0.193548387096774 91
"692" 482 "A120" 0 0.193548387096774 92
"693" 483 "A120" 0 0.193548387096774 93
"694" 484 "A120" 0 0.193548387096774 94
"695" 485 "A120" 0 0.193548387096774 95
"696" 486 "A120" 0 0.193548387096774 96
"697" 487 "A120" 0 0.193548387096774 97
"698" 488 "A120" 0 0.193548387096774 98
"699" 489 "A120" 0 0.193548387096774 99
"700" 490 "A120" 0 0.193548387096774 100
"701" 491 "A120" 0 0.193548387096774 101
"702" 492 "A120" 0 0.193548387096774 102
"703" 493 "A120" 0 0.193548387096774 103
"704" 494 "A120" 0 0.193548387096774 104
"705" 495 "A120" 1 0.225806451612903 105
"706" 496 "A120" 0 0.225806451612903 106
"707" 497 "A120" 1 0.258064516129032 107
"708" 498 "A120" 0 0.258064516129032 108
"709" 499 "A120" 2 0.32258064516129 109
"710" 500 "A120" 0 0.32258064516129 110
"711" 501 "A120" 1 0.354838709677419 111
"712" 502 "A120" 0 0.354838709677419 112
"713" 503 "A120" 2 0.419354838709677 113
"714" 504 "A120" 0 0.419354838709677 114
"715" 505 "A120" 0 0.419354838709677 115
"716" 506 "A120" 0 0.419354838709677 116
"717" 507 "A120" 0 0.419354838709677 117
"718" 508 "A120" 1 0.451612903225806 118
"719" 509 "A120" 0 0.451612903225806 119
"720" 510 "A120" 1 0.483870967741935 120
"721" 511 "A120" 2 0.548387096774194 121
"722" 512 "A120" 0 0.548387096774194 122
"723" 513 "A120" 0 0.548387096774194 123
"724" 514 "A120" 0 0.548387096774194 124
"725" 515 "A120" 0 0.548387096774194 125
"726" 516 "A120" 1 0.580645161290323 126
"727" 517 "A120" 0 0.580645161290323 127
"728" 518 "A120" 0 0.580645161290323 128
"729" 519 "A120" 0 0.580645161290323 129
"730" 520 "A120" 0 0.580645161290323 130
"731" 521 "A120" 0 0.580645161290323 131
"732" 522 "A120" 0 0.580645161290323 132
"733" 523 "A120" 0 0.580645161290323 133
"734" 524 "A120" 0 0.580645161290323 134
"735" 525 "A120" 0 0.580645161290323 135
"736" 526 "A120" 0 0.580645161290323 136
"737" 527 "A120" 2 0.645161290322581 137
"738" 528 "A120" 3 0.741935483870968 138
"739" 529 "A120" 0 0.741935483870968 139
"740" 530 "A120" 0 0.741935483870968 140
"741" 531 "A120" 0 0.741935483870968 141
"742" 532 "A120" 0 0.741935483870968 142
"743" 533 "A120" 1 0.774193548387097 143
"744" 534 "A120" 0 0.774193548387097 144
"745" 535 "A120" 1 0.806451612903226 145
"746" 536 "A120" 0 0.806451612903226 146
